Details for patient C0012d, combinations ordered by fitness (best to worst):

1. Fitness: 0.897322, Average: 0.725614, Chromosome: [1, 1, 1, 1, 1, 1, 0]
20. Fitness: 0.892490, Average: 0.622797, Chromosome: [0, 0, 0, 1, 1, 0, 1]
21. Fitness: 0.892066, Average: 0.724414, Chromosome: [1, 0, 0, 1, 1, 0, 1]
22. Fitness: 0.890407, Average: 0.729124, Chromosome: [1, 1, 1, 0, 1, 0, 1]
23. Fitness: 0.890389, Average: 0.728461, Chromosome: [1, 0, 1, 0, 1, 0, 1]
24. Fitness: 0.890253, Average: 0.721117, Chromosome: [1, 1, 0, 0, 1, 1, 0]
25. Fitness: 0.889911, Average: 0.721646, Chromosome: [1, 1, 0, 0, 1, 1, 1]
26. Fitness: 0.888964, Average: 0.674645, Chromosome: [0, 0, 1, 0, 1, 1, 1]
27. Fitness: 0.888663, Average: 0.705307, Chromosome: [0, 1, 1, 1, 1, 1, 0]
28. Fitness: 0.888571, Average: 0.701246, Chromosome: [0, 1, 0, 1, 1, 1, 0]
29. Fitness: 0.888566, Average: 0.725196, Chromosome: [1, 1, 1, 1, 0, 1, 1]
30. Fitness: 0.888548, Average: 0.723885, Chromosome: [1, 0, 1, 1, 0, 1, 1]
31. Fitness: 0.888466, Average: 0.718243, Chromosome: [1, 0, 0, 0, 1, 1, 0]
32. Fitness: 0.888382, Average: 0.719011, Chromosome: [1, 0, 0, 0, 1, 1, 1]
33. Fitness: 0.888297, Average: 0.724275, Chromosome: [1, 1, 1, 1, 0, 1, 0]
34. Fitness: 0.888278, Average: 0.722802, Chromosome: [1, 0, 1, 1, 0, 1, 0]
35. Fitness: 0.887855, Average: 0.669168, Chromosome: [0, 0, 1, 0, 1, 1, 0]
36. Fitness: 0.887582, Average: 0.725311, Chromosome: [1, 1, 0, 0, 1, 0, 1]
37. Fitness: 0.887456, Average: 0.721471, Chromosome: [1, 1, 0, 1, 0, 1, 0]
38. Fitness: 0.887346, Average: 0.722452, Chromosome: [1, 1, 0, 1, 0, 1, 1]
39. Fitness: 0.886376, Average: 0.675751, Chromosome: [0, 0, 1, 0, 1, 0, 1]
40. Fitness: 0.886337, Average: 0.707883, Chromosome: [0, 1, 1, 1, 1, 1, 1]
41. Fitness: 0.886016, Average: 0.722614, Chromosome: [1, 0, 0, 0, 1, 0, 1]
42. Fitness: 0.885643, Average: 0.719687, Chromosome: [1, 0, 0, 1, 0, 1, 1]
43. Fitness: 0.885603, Average: 0.704075, Chromosome: [0, 1, 0, 1, 1, 1, 1]
44. Fitness: 0.885542, Average: 0.609896, Chromosome: [0, 0, 0, 1, 1, 1, 0]
45. Fitness: 0.885479, Average: 0.718433, Chromosome: [1, 0, 0, 1, 0, 1, 0]
46. Fitness: 0.884305, Average: 0.711132, Chromosome: [0, 1, 1, 1, 1, 0, 1]
47. Fitness: 0.883553, Average: 0.707238, Chromosome: [0, 1, 0, 1, 1, 0, 1]
48. Fitness: 0.882767, Average: 0.703427, Chromosome: [0, 1, 1, 0, 1, 1, 0]
49. Fitness: 0.882610, Average: 0.678761, Chromosome: [0, 0, 1, 1, 0, 1, 1]
50. Fitness: 0.880864, Average: 0.673061, Chromosome: [0, 0, 1, 1, 0, 1, 0]
51. Fitness: 0.880826, Average: 0.705069, Chromosome: [0, 1, 1, 0, 1, 1, 1]
52. Fitness: 0.880710, Average: 0.618072, Chromosome: [0, 0, 0, 1, 0, 1, 1]
53. Fitness: 0.880308, Average: 0.697250, Chromosome: [0, 1, 0, 0, 1, 1, 0]
54. Fitness: 0.879889, Average: 0.724998, Chromosome: [1, 1, 1, 0, 0, 1, 1]
55. Fitness: 0.879870, Average: 0.724315, Chromosome: [1, 0, 1, 0, 0, 1, 1]
56. Fitness: 0.878772, Average: 0.724639, Chromosome: [1, 1, 1, 0, 0, 1, 0]
57. Fitness: 0.878752, Average: 0.590420, Chromosome: [0, 0, 0, 0, 1, 1, 1]
58. Fitness: 0.878752, Average: 0.723871, Chromosome: [1, 0, 1, 0, 0, 1, 0]
59. Fitness: 0.878487, Average: 0.709044, Chromosome: [0, 1, 1, 0, 1, 0, 1]
60. Fitness: 0.877901, Average: 0.726265, Chromosome: [1, 0, 1, 1, 1, 0, 0]
61. Fitness: 0.877855, Average: 0.698682, Chromosome: [0, 1, 0, 0, 1, 1, 1]
62. Fitness: 0.877852, Average: 0.727846, Chromosome: [1, 1, 1, 1, 1, 0, 0]
63. Fitness: 0.876997, Average: 0.725042, Chromosome: [1, 1, 0, 1, 1, 0, 0]
64. Fitness: 0.876591, Average: 0.586027, Chromosome: [0, 0, 0, 0, 1, 0, 1]
65. Fitness: 0.876511, Average: 0.729732, Chromosome: [1, 1, 1, 1, 0, 0, 1]
66. Fitness: 0.876492, Average: 0.728293, Chromosome: [1, 0, 1, 1, 0, 0, 1]
67. Fitness: 0.876289, Average: 0.703065, Chromosome: [0, 1, 1, 1, 0, 1, 0]
68. Fitness: 0.876112, Average: 0.698727, Chromosome: [0, 1, 0, 1, 0, 1, 0]
69. Fitness: 0.875422, Average: 0.702577, Chromosome: [0, 1, 0, 0, 1, 0, 1]
70. Fitness: 0.875226, Average: 0.726908, Chromosome: [1, 1, 0, 1, 0, 0, 1]
71. Fitness: 0.874987, Average: 0.721836, Chromosome: [1, 0, 0, 1, 1, 0, 0]
72. Fitness: 0.874792, Average: 0.705517, Chromosome: [0, 1, 1, 1, 0, 1, 1]
73. Fitness: 0.874504, Average: 0.720134, Chromosome: [1, 1, 0, 0, 0, 1, 1]
74. Fitness: 0.874175, Average: 0.676522, Chromosome: [0, 0, 1, 1, 1, 0, 0]
75. Fitness: 0.873968, Average: 0.701468, Chromosome: [0, 1, 0, 1, 0, 1, 1]
76. Fitness: 0.873426, Average: 0.723941, Chromosome: [1, 0, 0, 1, 0, 0, 1]
77. Fitness: 0.873315, Average: 0.719766, Chromosome: [1, 1, 0, 0, 0, 1, 0]
78. Fitness: 0.872698, Average: 0.726672, Chromosome: [1, 0, 1, 0, 1, 0, 0]
79. Fitness: 0.872678, Average: 0.717289, Chromosome: [1, 0, 0, 0, 0, 1, 1]
80. Fitness: 0.872650, Average: 0.727435, Chromosome: [1, 1, 1, 0, 1, 0, 0]
81. Fitness: 0.871829, Average: 0.602299, Chromosome: [0, 0, 0, 1, 1, 0, 0]
82. Fitness: 0.871133, Average: 0.716669, Chromosome: [1, 0, 0, 0, 0, 1, 0]
83. Fitness: 0.869858, Average: 0.670794, Chromosome: [0, 0, 1, 0, 0, 1, 1]
84. Fitness: 0.869655, Average: 0.723442, Chromosome: [1, 1, 0, 0, 1, 0, 0]
85. Fitness: 0.868934, Average: 0.681801, Chromosome: [0, 0, 1, 1, 0, 0, 1]
86. Fitness: 0.868738, Average: 0.603028, Chromosome: [0, 0, 0, 1, 0, 1, 0]
87. Fitness: 0.867626, Average: 0.720266, Chromosome: [1, 0, 0, 0, 1, 0, 0]
88. Fitness: 0.867579, Average: 0.569802, Chromosome: [0, 0, 0, 0, 1, 1, 0]
89. Fitness: 0.867215, Average: 0.703811, Chromosome: [0, 1, 0, 1, 1, 0, 0]
90. Fitness: 0.866937, Average: 0.708115, Chromosome: [0, 1, 1, 1, 1, 0, 0]
91. Fitness: 0.866320, Average: 0.665640, Chromosome: [0, 0, 1, 0, 0, 1, 0]
92. Fitness: 0.865590, Average: 0.615846, Chromosome: [0, 0, 0, 1, 0, 0, 1]
93. Fitness: 0.865559, Average: 0.669587, Chromosome: [0, 0, 1, 0, 1, 0, 0]
94. Fitness: 0.863486, Average: 0.702629, Chromosome: [0, 1, 1, 0, 0, 1, 0]
95. Fitness: 0.863274, Average: 0.703615, Chromosome: [0, 1, 1, 0, 0, 1, 1]
96. Fitness: 0.862182, Average: 0.680969, Chromosome: [0, 0, 1, 1, 0, 0, 0]
97. Fitness: 0.861418, Average: 0.711378, Chromosome: [0, 1, 1, 1, 0, 0, 1]
98. Fitness: 0.860493, Average: 0.707047, Chromosome: [0, 1, 0, 1, 0, 0, 1]
99. Fitness: 0.859809, Average: 0.707617, Chromosome: [0, 1, 1, 0, 1, 0, 0]
100. Fitness: 0.857724, Average: 0.725635, Chromosome: [1, 0, 1, 1, 0, 0, 0]
101. Fitness: 0.857670, Average: 0.727321, Chromosome: [1, 1, 1, 1, 0, 0, 0]
102. Fitness: 0.857240, Average: 0.552519, Chromosome: [0, 0, 0, 0, 1, 0, 0]
103. Fitness: 0.856978, Average: 0.701274, Chromosome: [0, 1, 0, 0, 1, 0, 0]
104. Fitness: 0.856621, Average: 0.724159, Chromosome: [1, 1, 0, 1, 0, 0, 0]
105. Fitness: 0.856487, Average: 0.597680, Chromosome: [0, 0, 0, 1, 0, 0, 0]
106. Fitness: 0.856461, Average: 0.694899, Chromosome: [0, 1, 0, 0, 0, 1, 0]
107. Fitness: 0.856243, Average: 0.695781, Chromosome: [0, 1, 0, 0, 0, 1, 1]
108. Fitness: 0.854401, Average: 0.728850, Chromosome: [1, 1, 1, 0, 0, 0, 1]
109. Fitness: 0.854381, Average: 0.728142, Chromosome: [1, 0, 1, 0, 0, 0, 1]
110. Fitness: 0.854185, Average: 0.720602, Chromosome: [1, 0, 0, 1, 0, 0, 0]
111. Fitness: 0.852005, Average: 0.707922, Chromosome: [0, 1, 0, 1, 0, 0, 0]
112. Fitness: 0.851783, Average: 0.712883, Chromosome: [0, 1, 1, 1, 0, 0, 0]
113. Fitness: 0.843758, Average: 0.722668, Chromosome: [1, 1, 0, 0, 0, 0, 1]
114. Fitness: 0.841584, Average: 0.719478, Chromosome: [1, 0, 0, 0, 0, 0, 1]
115. Fitness: 0.839194, Average: 0.672457, Chromosome: [0, 0, 1, 0, 0, 0, 1]
116. Fitness: 0.834321, Average: 0.709755, Chromosome: [0, 1, 1, 0, 0, 0, 1]
117. Fitness: 0.830125, Average: 0.725268, Chromosome: [1, 0, 1, 0, 0, 0, 0]
118. Fitness: 0.830074, Average: 0.568647, Chromosome: [0, 0, 0, 0, 0, 1, 1]
119. Fitness: 0.830070, Average: 0.726110, Chromosome: [1, 1, 1, 0, 0, 0, 0]
120. Fitness: 0.824248, Average: 0.677499, Chromosome: [0, 0, 1, 0, 0, 0, 0]
121. Fitness: 0.820917, Average: 0.699658, Chromosome: [0, 1, 0, 0, 0, 0, 1]
122. Fitness: 0.819250, Average: 0.717290, Chromosome: [0, 1, 1, 0, 0, 0, 0]
123. Fitness: 0.816575, Average: 0.539534, Chromosome: [0, 0, 0, 0, 0, 1, 0]
124. Fitness: 0.808417, Average: 0.717875, Chromosome: [1, 1, 0, 0, 0, 0, 0]
125. Fitness: 0.804856, Average: 0.713658, Chromosome: [1, 0, 0, 0, 0, 0, 0]
126. Fitness: 0.799570, Average: 0.536567, Chromosome: [0, 0, 0, 0, 0, 0, 1]
127. Fitness: 0.793107, Average: 0.707165, Chromosome: [0, 1, 0, 0, 0, 0, 0]
