Details for patient C0844d, combinations ordered by fitness (best to worst):

1. Fitness: 0.000000, Average: 0.779143, Chromosome: [1, 1, 1, 0, 0, 0, 0]
59. Fitness: 0.000000, Average: 0.756695, Chromosome: [1, 1, 0, 0, 1, 0, 1]
60. Fitness: 0.000000, Average: 0.755358, Chromosome: [1, 1, 0, 0, 1, 1, 1]
61. Fitness: 0.000000, Average: 0.754859, Chromosome: [1, 0, 0, 1, 1, 0, 1]
62. Fitness: 0.000000, Average: 0.754336, Chromosome: [1, 0, 0, 0, 0, 1, 1]
63. Fitness: 0.000000, Average: 0.753687, Chromosome: [1, 0, 0, 1, 1, 1, 1]
64. Fitness: 0.000000, Average: 0.752936, Chromosome: [0, 1, 1, 1, 0, 0, 0]
65. Fitness: 0.000000, Average: 0.752535, Chromosome: [1, 0, 0, 0, 1, 0, 1]
66. Fitness: 0.000000, Average: 0.751920, Chromosome: [0, 1, 0, 0, 0, 0, 0]
67. Fitness: 0.000000, Average: 0.751242, Chromosome: [1, 0, 0, 0, 1, 1, 1]
68. Fitness: 0.000000, Average: 0.746535, Chromosome: [0, 1, 0, 1, 0, 0, 0]
69. Fitness: 0.000000, Average: 0.738926, Chromosome: [0, 1, 1, 1, 0, 1, 0]
70. Fitness: 0.000000, Average: 0.738699, Chromosome: [0, 1, 1, 1, 1, 0, 0]
71. Fitness: 0.000000, Average: 0.738108, Chromosome: [0, 1, 1, 0, 0, 1, 0]
72. Fitness: 0.000000, Average: 0.737381, Chromosome: [0, 1, 1, 0, 1, 0, 0]
73. Fitness: 0.000000, Average: 0.735284, Chromosome: [0, 1, 1, 0, 0, 0, 1]
74. Fitness: 0.000000, Average: 0.734060, Chromosome: [0, 1, 1, 1, 0, 0, 1]
75. Fitness: 0.000000, Average: 0.733257, Chromosome: [0, 1, 0, 1, 0, 1, 0]
76. Fitness: 0.000000, Average: 0.733082, Chromosome: [0, 1, 1, 1, 1, 1, 0]
77. Fitness: 0.000000, Average: 0.732213, Chromosome: [0, 1, 0, 1, 1, 0, 0]
78. Fitness: 0.000000, Average: 0.731124, Chromosome: [0, 1, 1, 0, 1, 1, 0]
79. Fitness: 0.000000, Average: 0.729928, Chromosome: [0, 1, 0, 0, 0, 1, 0]
80. Fitness: 0.000000, Average: 0.729221, Chromosome: [0, 1, 1, 1, 0, 1, 1]
81. Fitness: 0.000000, Average: 0.728859, Chromosome: [0, 1, 0, 0, 1, 0, 0]
82. Fitness: 0.000000, Average: 0.727994, Chromosome: [0, 1, 0, 1, 0, 0, 1]
83. Fitness: 0.000000, Average: 0.727139, Chromosome: [0, 1, 1, 0, 0, 1, 1]
84. Fitness: 0.000000, Average: 0.726908, Chromosome: [0, 1, 0, 1, 1, 1, 0]
85. Fitness: 0.000000, Average: 0.726661, Chromosome: [0, 1, 0, 0, 0, 0, 1]
86. Fitness: 0.000000, Average: 0.725535, Chromosome: [0, 1, 1, 1, 1, 0, 1]
87. Fitness: 0.000000, Average: 0.724746, Chromosome: [0, 1, 1, 1, 1, 1, 1]
88. Fitness: 0.000000, Average: 0.723582, Chromosome: [0, 1, 0, 1, 0, 1, 1]
89. Fitness: 0.000000, Average: 0.723292, Chromosome: [0, 1, 1, 0, 1, 0, 1]
90. Fitness: 0.000000, Average: 0.723009, Chromosome: [0, 1, 0, 0, 1, 1, 0]
91. Fitness: 0.000000, Average: 0.722265, Chromosome: [0, 1, 1, 0, 1, 1, 1]
92. Fitness: 0.000000, Average: 0.719389, Chromosome: [0, 1, 0, 1, 1, 0, 1]
93. Fitness: 0.000000, Average: 0.718874, Chromosome: [0, 1, 0, 1, 1, 1, 1]
94. Fitness: 0.000000, Average: 0.718745, Chromosome: [0, 1, 0, 0, 0, 1, 1]
95. Fitness: 0.000000, Average: 0.715013, Chromosome: [0, 1, 0, 0, 1, 0, 1]
96. Fitness: 0.000000, Average: 0.714262, Chromosome: [0, 1, 0, 0, 1, 1, 1]
97. Fitness: 0.000000, Average: 0.709798, Chromosome: [0, 0, 1, 0, 0, 0, 0]
98. Fitness: 0.000000, Average: 0.699749, Chromosome: [0, 0, 1, 1, 0, 0, 0]
99. Fitness: 0.000000, Average: 0.688502, Chromosome: [0, 0, 1, 0, 0, 1, 0]
100. Fitness: 0.000000, Average: 0.687859, Chromosome: [0, 0, 1, 1, 0, 1, 0]
101. Fitness: 0.000000, Average: 0.679747, Chromosome: [0, 0, 1, 1, 1, 0, 0]
102. Fitness: 0.000000, Average: 0.679733, Chromosome: [0, 0, 1, 0, 1, 0, 0]
103. Fitness: 0.000000, Average: 0.679475, Chromosome: [0, 0, 1, 0, 0, 0, 1]
104. Fitness: 0.000000, Average: 0.678682, Chromosome: [0, 0, 1, 1, 1, 1, 0]
105. Fitness: 0.000000, Average: 0.678059, Chromosome: [0, 0, 1, 1, 0, 0, 1]
106. Fitness: 0.000000, Average: 0.677888, Chromosome: [0, 0, 1, 0, 1, 1, 0]
107. Fitness: 0.000000, Average: 0.677043, Chromosome: [0, 0, 1, 1, 0, 1, 1]
108. Fitness: 0.000000, Average: 0.675861, Chromosome: [0, 0, 1, 0, 0, 1, 1]
109. Fitness: 0.000000, Average: 0.671006, Chromosome: [0, 0, 1, 1, 1, 1, 1]
110. Fitness: 0.000000, Average: 0.669553, Chromosome: [0, 0, 1, 0, 1, 1, 1]
111. Fitness: 0.000000, Average: 0.668580, Chromosome: [0, 0, 1, 1, 1, 0, 1]
112. Fitness: 0.000000, Average: 0.667249, Chromosome: [0, 0, 1, 0, 1, 0, 1]
113. Fitness: 0.000000, Average: 0.605679, Chromosome: [0, 0, 0, 1, 0, 1, 0]
114. Fitness: 0.000000, Average: 0.603960, Chromosome: [0, 0, 0, 1, 1, 1, 0]
115. Fitness: 0.000000, Average: 0.598375, Chromosome: [0, 0, 0, 1, 0, 1, 1]
116. Fitness: 0.000000, Average: 0.598188, Chromosome: [0, 0, 0, 1, 1, 1, 1]
117. Fitness: 0.000000, Average: 0.593810, Chromosome: [0, 0, 0, 1, 0, 0, 0]
118. Fitness: 0.000000, Average: 0.588112, Chromosome: [0, 0, 0, 1, 1, 0, 0]
119. Fitness: 0.000000, Average: 0.587667, Chromosome: [0, 0, 0, 1, 1, 0, 1]
120. Fitness: 0.000000, Average: 0.586434, Chromosome: [0, 0, 0, 1, 0, 0, 1]
121. Fitness: 0.000000, Average: 0.555638, Chromosome: [0, 0, 0, 0, 1, 1, 0]
122. Fitness: 0.000000, Average: 0.552607, Chromosome: [0, 0, 0, 0, 1, 1, 1]
123. Fitness: 0.000000, Average: 0.536070, Chromosome: [0, 0, 0, 0, 0, 1, 0]
124. Fitness: 0.000000, Average: 0.533622, Chromosome: [0, 0, 0, 0, 1, 0, 1]
125. Fitness: 0.000000, Average: 0.530906, Chromosome: [0, 0, 0, 0, 0, 1, 1]
126. Fitness: 0.000000, Average: 0.516132, Chromosome: [0, 0, 0, 0, 1, 0, 0]
127. Fitness: 0.000000, Average: 0.465650, Chromosome: [0, 0, 0, 0, 0, 0, 1]
